GeneID,log2(FC)M2,P-valueM2,P-adjM2,log2(FC)M4,P-valueM4,P-adjM4
ENSG00000116745,-0.011911674,0.782043764,NA,NA,NA,NA
ENSG00000116747,-0.045986475,0.760431641,0.928548377,0.029339635,0.780132624,0.92816551
ENSG00000116748,NA,NA,NA,NA,NA,NA
ENSG00000116750,-0.231678993,0.141361916,0.514028769,-0.228897374,0.024859438,0.164540601
ENSG00000116752,-0.25571283,0.11493263,0.470948541,-0.101560515,0.313819887,0.654767761
ENSG00000116754,-0.074515173,0.570032865,0.84726052,0.01334857,0.852941365,0.953724732
ENSG00000116761,0.136880554,0.40580332,0.761546375,0.022496722,0.854800613,0.95435715
ENSG00000116771,-0.170744007,0.458573685,0.789778921,-0.028365538,0.854877563,0.95435715
ENSG00000116774,0.322402332,0.025181798,0.245370195,-0.152094862,0.150485372,0.459969036
ENSG00000116783,NA,NA,NA,0.065096414,0.196928892,NA
ENSG00000116785,0.155997245,0.359355672,NA,0.043240337,0.695658359,NA
ENSG00000116786,0.058790456,0.682134111,0.900837045,-0.115919381,0.2301296,0.565016164
ENSG00000116791,-0.193638983,0.248912172,0.639178135,-0.032802987,0.758857625,0.919223571
ENSG00000116793,-0.293254955,0.107893751,0.461716893,0.008201671,0.937295986,0.982790715
ENSG00000116809,-0.110301973,0.566722655,0.846224491,0.080846543,0.535669074,0.810164378
ENSG00000116815,-0.334761445,0.149663416,0.525747019,0.060448283,0.723214018,0.902546758
ENSG00000116819,0.053082794,0.392166193,NA,-0.079089212,0.390399232,NA
ENSG00000116824,NA,NA,NA,NA,NA,NA
ENSG00000116830,-0.236255271,0.085930074,0.422442908,0.030189181,0.693429154,0.887705363
ENSG00000116833,-0.302408248,0.178937608,0.562890889,0.262463009,0.046497987,0.242354225
ENSG00000116852,0.178866119,0.202021196,0.591028339,0.285143576,0.003810011,0.049493646
ENSG00000116857,0.335728319,0.014388674,0.18340916,0.157005881,0.056502497,0.272690569
ENSG00000116863,0.194948981,0.265862495,0.653577504,-0.050571994,0.649434748,0.871076878
ENSG00000116871,0.091223729,0.528810081,0.826269775,-0.090539356,0.393601235,0.716608934
ENSG00000116874,-0.041201397,0.837400845,0.959704037,-0.213375611,0.133835959,0.434224768
ENSG00000116882,-5.53E-05,0.999143358,NA,NA,NA,NA
ENSG00000116883,0.492886676,0.034303539,0.279923855,0.07617803,0.656584634,0.873171289
ENSG00000116885,0.137341738,0.516858623,NA,-0.143054737,0.386218162,0.711040339
ENSG00000116898,-0.216681353,0.127664275,0.490153969,-0.07843015,0.325154889,0.664139587
ENSG00000116903,0.021450646,0.916703228,0.981220694,-0.084965275,0.54086719,0.81493621
ENSG00000116906,-0.224625329,0.128941715,0.492588051,0.165851204,0.058160385,0.276869351
ENSG00000116918,0.035325511,0.84128234,0.960567524,-0.262214637,0.018792256,0.136801528
ENSG00000116922,-0.165988539,0.313248888,0.697667964,-0.156950246,0.148375973,0.456505205
ENSG00000116954,-0.115670819,0.550683368,0.83817284,-0.110667691,0.368066496,0.69747606
ENSG00000116957,-0.104047277,0.479182196,0.802348374,-0.015976902,0.860196765,0.955836832
ENSG00000116962,0.098461219,0.568818749,0.846573869,-0.102513859,0.280091393,0.625027272
ENSG00000116977,0.133948921,0.507614201,0.815640082,0.05682064,0.687684587,0.885023569
ENSG00000116981,NA,NA,NA,NA,NA,NA
ENSG00000116983,0.350841283,0.129689863,0.493820644,0.32540952,0.057937278,0.276378955
ENSG00000116984,0.079254726,0.632984674,0.876331642,0.267645643,0.009145308,0.086431126
ENSG00000116985,0.150317847,0.469023429,NA,0.011392171,0.93809464,NA
ENSG00000116990,0.393495158,0.011763688,0.166333268,0.558019749,1.26E-07,1.53E-05
ENSG00000116991,0.083998806,0.661220146,0.890787342,0.481804694,0.00031898,0.008011132
ENSG00000116996,NA,NA,NA,NA,NA,NA
ENSG00000117000,0.622160072,2.97E-05,0.002779369,0.509818852,4.87E-08,6.88E-06
ENSG00000117009,0.040561586,0.58496004,NA,0.104757302,0.14217154,NA
ENSG00000117010,0.026420577,0.909687823,0.97976862,0.042030089,0.802793777,0.937061544
ENSG00000117013,0.251086515,0.27680132,0.665038208,-0.173341619,0.294810146,0.638488534
ENSG00000117016,0.537478881,0.000120907,0.00850261,0.147035485,0.165315891,0.480783227
ENSG00000117020,0.078376798,0.64252118,0.881746516,0.212207935,0.046372376,0.241988579
ENSG00000117036,0.205977703,0.215462859,0.604784879,0.129091317,0.246128941,0.586643356
ENSG00000117054,-0.223147461,0.17829539,0.561619539,-0.128664294,0.152519815,0.462115213
ENSG00000117069,0.33220088,0.143949931,0.518094241,0.230246668,0.174195703,0.493924759
ENSG00000117090,NA,NA,NA,-0.037618393,0.342002162,NA
ENSG00000117091,0.054928908,0.662115346,NA,0.005137465,0.944379119,NA
ENSG00000117114,0.151147823,0.225314461,0.613805699,-0.242810701,0.000783887,0.015749515
ENSG00000117115,0.652783703,0.003666108,0.087144745,0.332696845,0.039644881,0.219898696
ENSG00000117118,-0.103723975,0.473046652,0.797901028,-0.093700715,0.284925647,0.629934751
ENSG00000117122,-0.11299081,0.43850093,0.776037217,-0.176641123,0.043813341,0.233612262
ENSG00000117133,-0.256550322,0.116722029,0.473678144,0.116083087,0.216337944,0.548201645
ENSG00000117139,0.423252953,0.002552447,0.069169095,0.330268031,6.70E-05,0.002370928
ENSG00000117143,0.075142591,0.633809433,0.876867631,0.046737159,0.677581913,0.881797775
ENSG00000117148,-0.177080852,0.297308382,NA,0.008575643,0.954263359,NA
ENSG00000117151,0.190604343,0.403882094,0.760686378,0.120761967,0.480942107,0.775476977
ENSG00000117152,-0.013249063,0.929051289,NA,-0.049656335,0.670475638,NA
ENSG00000117153,0.057200269,0.697698483,0.906857494,0.082372722,0.341987509,0.677751138
ENSG00000117154,0.396363603,0.02971607,0.261436242,-0.042145944,0.74808185,0.914419653
ENSG00000117155,-0.209974748,0.201566652,0.590844838,0.003408808,0.97216346,0.993336531
ENSG00000117174,-0.230140571,0.170867569,0.553168632,0.141558338,0.193880294,0.519076695
ENSG00000117215,NA,NA,NA,NA,NA,NA
ENSG00000117222,-0.24592746,0.110510257,0.467075948,0.162019426,0.102614018,0.378929042
ENSG00000117226,0.035774686,0.488978856,NA,0.007156764,0.802934389,NA
ENSG00000117228,NA,NA,NA,NA,NA,NA
ENSG00000117242,-0.148240091,0.494972246,NA,-0.071884294,0.665674733,0.877174576
ENSG00000117245,0.436492878,0.039076761,0.294187272,0.570496487,0.000210885,0.005860699
ENSG00000117262,-0.12741742,0.584119251,0.852881868,0.051778452,0.758351563,0.91902099
ENSG00000117266,0.231013149,0.12904007,0.492670536,0.09542139,0.332331547,0.670531554
ENSG00000117280,-0.433434823,0.021405541,0.223096008,-0.160241752,0.190272202,0.515110919
ENSG00000117281,-0.033529308,0.510323102,NA,-0.041906405,0.4394387,NA
ENSG00000117289,0.56870582,0.011264846,0.163754886,0.486282551,0.000531885,0.011710099
ENSG00000117298,0.014653565,0.914365605,0.980435796,0.140055533,0.115856146,0.4033995
ENSG00000117305,0.633118199,0.000958694,0.037112271,0.492861891,0.000474388,0.010825087
ENSG00000117308,-0.382364461,0.057183136,0.356312009,0.054736751,0.684319818,0.88322906
ENSG00000117318,-0.488781979,0.001345248,0.046795675,0.244490487,0.007690707,0.077471004
ENSG00000117322,-0.070933434,0.748133876,0.926045219,0.44112812,0.003797419,0.049424757
ENSG00000117335,0.122706157,0.33997218,0.717980076,0.195468601,0.031099214,0.189303205
ENSG00000117360,-0.080548299,0.601070534,0.861279457,-0.072197738,0.424691725,0.736342262
ENSG00000117362,-0.036247445,0.779970309,0.93646047,-0.174762108,0.028574748,0.179981437
ENSG00000117385,0.142100746,0.322806596,0.704959734,0.025406378,0.794651937,0.933114458
ENSG00000117394,1.185509527,5.36E-08,1.19E-05,0.856218074,3.44E-07,3.56E-05
ENSG00000117395,-0.4090865,0.009842352,0.15083625,-0.187339959,0.038081403,0.214298749
ENSG00000117399,0.04557004,0.707392607,0.910246218,-0.04216986,0.591346823,0.842966063
ENSG00000117400,-0.014567384,0.856837115,NA,-0.025867457,0.703764559,NA
ENSG00000117407,0.361879621,0.117259948,0.475260086,0.202692415,0.221820447,0.555975816
ENSG00000117408,-0.333545595,0.050120087,0.336278935,0.007628042,0.946973713,0.985952589
ENSG00000117410,-0.247283012,0.095736659,0.439512073,-0.158418777,0.096855482,0.368680546
ENSG00000117411,0.330527103,0.0172183,0.20128788,0.045791417,0.645735993,0.869400529
ENSG00000117419,-0.052060652,0.70624352,0.909665608,0.005705733,0.95099864,0.987200417
ENSG00000117425,0.077446851,0.531054829,NA,-0.019774317,0.870025264,NA
ENSG00000117448,0.26362544,0.046953953,0.324158733,0.075295565,0.320897741,0.662073851
ENSG00000117450,-0.024630212,0.830121083,0.957548518,0.021033319,0.733471316,0.907259728
ENSG00000117461,-0.437021407,0.012162153,0.168382833,-0.134071901,0.291455203,0.635076391
ENSG00000117472,0.012946606,0.763648132,NA,0.000593511,0.986469129,NA
ENSG00000117475,-0.025528379,0.902749188,0.978810395,0.094039748,0.507759064,0.792248194
ENSG00000117477,0.058354884,0.801506639,0.945079847,-0.01471585,0.930033391,0.979746989
ENSG00000117479,-0.035409082,0.813171187,0.950364622,0.070050342,0.448109657,0.75232275
ENSG00000117480,0.033899976,0.84066931,0.960533992,-0.17160617,0.283318844,0.627838262
ENSG00000117481,0.009750829,0.9542708,0.989699867,0.049770756,0.67788727,0.881797775
ENSG00000117500,-0.374638197,0.019738685,0.214692393,-0.133275956,0.175488792,0.4956149
ENSG00000117501,NA,NA,NA,NA,NA,NA
ENSG00000117505,0.110485606,0.421236154,0.767132787,0.030498883,0.704649104,0.892425977
ENSG00000117507,NA,NA,NA,NA,NA,NA
ENSG00000117519,0.027526801,0.821387583,0.954575862,0.189464505,0.003461027,0.046336077
ENSG00000117523,-0.009494829,0.939322677,0.984845851,-0.143641737,0.048828643,0.250175312
ENSG00000117525,-0.033651683,0.885132784,0.975576543,0.045638874,0.790018838,0.9322652
ENSG00000117528,-0.213968039,0.215913487,0.60520601,-0.03090113,0.75982166,0.919814647
ENSG00000117533,0.073771457,0.714036787,0.913583725,0.191175441,0.183402074,0.505754153
ENSG00000117543,0.20860068,0.199200847,0.587801446,0.077263052,0.481106106,0.775556996
ENSG00000117560,NA,NA,NA,NA,NA,NA
ENSG00000117569,-0.339742053,0.047498888,0.32551827,-0.034777422,0.743024942,0.912597742
ENSG00000117586,-0.04149143,0.808242297,NA,-0.017421581,0.905726269,NA
ENSG00000117592,-0.109833472,0.332371574,0.712033424,-0.150635051,0.033294847,0.196623531
ENSG00000117593,-0.516665658,0.002060813,0.061374923,0.130534178,0.147443731,0.45496172
ENSG00000117594,NA,NA,NA,NA,NA,NA
ENSG00000117595,0.365097735,0.041449282,0.302985753,0.311663718,0.011659671,0.101624973
ENSG00000117597,-0.423166077,0.026271309,0.25003308,0.031648103,0.769687393,0.92410433
ENSG00000117598,-0.316238111,0.165722059,0.545980251,-0.17027755,0.281653078,0.626193285
ENSG00000117600,-0.054852021,0.810171589,0.949453347,0.027059926,0.874266752,0.961803434
ENSG00000117601,NA,NA,NA,-0.027001883,0.565865762,NA
ENSG00000117602,0.08955684,0.636815356,0.878658702,-0.159302891,0.202126326,0.528992132
ENSG00000117614,-0.045539257,0.779668842,0.93646047,-0.175800899,0.124212614,0.417881023
ENSG00000117616,0.043092027,0.828369488,0.957259542,0.534391164,0.000162996,0.004764132
ENSG00000117620,-0.006832678,0.96972146,0.994211348,0.324152846,0.014826234,0.118868634
ENSG00000117625,-0.233372454,0.236204212,0.625122752,-0.179365495,0.171265766,0.490138531
ENSG00000117632,-0.044131839,0.698560997,0.906857494,0.26517419,7.10E-05,0.002476577
ENSG00000117640,-0.08061646,0.673808161,0.897446018,-0.061825415,0.643910564,0.869118403
ENSG00000117643,0.008468971,0.968671136,0.994176722,-0.174766035,0.26131533,0.603843671
ENSG00000117650,0.293704366,0.06927103,0.386424575,0.069937569,0.535578342,0.810117496
ENSG00000117676,-0.161486061,0.259392448,0.649290456,-0.125390583,0.144378933,0.452105079
ENSG00000117682,-0.10646997,0.508547176,0.815640082,-0.248638996,0.019505491,0.140934186
ENSG00000117691,0.228352346,0.208441803,0.598120687,-0.213878635,0.114511163,0.400940754
ENSG00000117697,-0.181945635,0.254270718,0.644386759,0.020221265,0.828161758,0.946053807
ENSG00000117707,-0.307421673,0.097006225,NA,-0.122756254,0.418564938,NA
ENSG00000117713,-0.001057051,0.993972158,0.998249481,0.045128711,0.595054882,0.844731313
ENSG00000117724,0.105532146,0.430882881,0.77236229,0.047471016,0.621436986,0.858328588
ENSG00000117748,-0.188975294,0.190606229,0.579639145,-0.256428345,0.004438469,0.054922006
ENSG00000117751,-0.277474436,0.059610929,0.362701337,-0.032312049,0.726509908,0.904415746
ENSG00000117758,0.158578218,0.40524752,0.761492779,0.089681778,0.513207347,0.795805859
ENSG00000117791,0.044209805,0.833895735,0.958102644,0.085876014,0.600288822,0.847282468
ENSG00000117834,-0.011911674,0.782043764,NA,0.000562389,0.986832295,NA
ENSG00000117859,0.053869241,0.676515058,0.898845594,0.05683197,0.476201035,0.77094884
ENSG00000117862,0.078445376,0.550859421,0.83817284,-0.124699392,0.102708038,0.37907645
ENSG00000117868,0.381892007,0.010085913,0.151418452,0.080683968,0.416010285,0.730394002
ENSG00000117877,-0.155646713,0.445640429,0.782331333,-0.027920615,0.826367502,0.945276321
ENSG00000117899,-0.341789617,0.023075026,0.232543359,-0.021954026,0.810199222,0.939612792
ENSG00000117906,-0.058274403,0.647056987,0.883953116,-0.053853191,0.507825272,0.792248194
ENSG00000117971,0.068467655,0.760222114,NA,-0.244685086,0.152255535,0.46168784
ENSG00000117983,-0.009483342,0.924956802,NA,0.02792147,0.532770471,NA
ENSG00000117984,0.017939299,0.899870712,0.978810395,-0.105226508,0.252472706,0.594103837
ENSG00000118004,-0.060385972,0.647174316,NA,0.377798042,0.016130241,NA
ENSG00000118007,-0.62533703,0.000652964,0.028315706,-0.324335587,0.010366909,0.094233256
ENSG00000118017,-0.043219516,0.558558455,NA,-0.006362426,0.824428122,NA
ENSG00000118046,0.166213329,0.276267601,0.664422114,0.08211134,0.393654921,0.716610475
ENSG00000118058,0.218141147,0.348455293,0.721811321,0.13392559,0.205370652,0.532550055
ENSG00000118094,NA,NA,NA,0.019999748,0.560144035,NA
ENSG00000118096,-0.019197902,0.924852532,0.982957168,0.441180676,0.002894259,0.040633478
ENSG00000118113,NA,NA,NA,NA,NA,NA
ENSG00000118137,0.202066095,0.164246222,NA,0.191665052,0.061830142,NA
ENSG00000118156,0.031361386,0.515604313,NA,0.015734494,0.801398181,NA
ENSG00000118160,0.167636171,0.464515906,0.793416656,-0.381717179,0.022766157,0.155075148
ENSG00000118162,0.303883667,0.116119948,0.472856622,0.041545393,0.752031609,0.916439275
ENSG00000118181,0.189017368,0.091056477,0.430522486,-0.101380242,0.198126445,0.523964587
ENSG00000118193,-0.131093261,0.373342226,0.740568816,0.062583278,0.517582167,0.798602654
ENSG00000118194,0.373452698,0.084504499,0.420064076,0.359815465,0.014387502,0.116770378
ENSG00000118197,0.344726167,0.058394224,0.359553009,0.099911189,0.463301832,0.762494445
ENSG00000118200,0.011310095,0.937007036,0.984469656,0.078964885,0.407613189,0.725085266
ENSG00000118217,0.106145017,0.593447375,0.85658797,0.221974249,0.046392775,0.241988579
ENSG00000118231,-0.014567384,0.856837115,NA,0.050378373,0.755062706,NA
ENSG00000118242,-0.275188197,0.174058562,0.557578165,0.097625727,0.466991484,0.764947868
ENSG00000118245,NA,NA,NA,NA,NA,NA
ENSG00000118246,-0.303182734,0.045709023,0.319217096,-0.301363941,0.000825868,0.016327145
ENSG00000118257,0.378542733,0.009282773,0.14775586,-0.171880953,0.288657549,0.632517097
ENSG00000118260,-0.003011727,0.981669411,0.99593375,0.08069486,0.311583581,0.653532578
ENSG00000118263,0.290123252,0.139087507,0.509924541,-0.030135861,0.802563761,0.937061544
ENSG00000118271,0.044115729,0.436627412,NA,0.044785367,NA,NA
ENSG00000118276,0.473715737,0.004446485,0.097991409,-0.039678013,0.748720623,0.914458672
ENSG00000118292,-0.230046132,0.314230778,0.698720929,-0.256598014,0.125834302,0.421166041
ENSG00000118298,-0.325959271,0.019955408,0.215439711,-0.169080279,0.064811612,0.295453808
ENSG00000118307,-0.011911674,0.782043764,NA,0.030591418,0.678059927,NA
ENSG00000118308,NA,NA,NA,0.001569484,0.973407116,NA
ENSG00000118322,0.765981474,0.000355949,NA,0.168083727,0.241783538,NA
ENSG00000118363,-0.282416311,0.161184968,0.539518572,0.226833725,0.098350891,0.3711974
ENSG00000118369,-0.082124466,0.716332507,0.914091268,-0.066562967,0.678878302,0.881852182
ENSG00000118402,-0.345800351,0.054104903,0.347418975,-0.213316438,0.083501939,0.340895031
ENSG00000118407,0.409199729,0.061820265,0.368225023,0.108989555,0.505707696,0.791324307
ENSG00000118412,-0.419280942,0.009343828,0.147945863,-0.090812863,0.359763524,0.691586593
ENSG00000118418,-0.396696579,0.003811117,0.088462031,-0.225911681,0.020372692,0.14480841
ENSG00000118420,-0.281264872,0.171779888,0.554429631,-0.103895301,0.447841874,0.752245665
ENSG00000118432,-0.169743911,0.368380533,NA,0.240025487,0.137824543,NA
ENSG00000118434,NA,NA,NA,-0.006362426,0.824428122,NA
ENSG00000118454,-0.119779545,0.502360361,0.812844774,-0.056747278,0.624505937,0.86026993
ENSG00000118473,-0.216156474,0.269275574,NA,-0.058866836,0.673166163,NA
ENSG00000118482,0.069185687,0.592530666,0.856435502,0.019073158,0.803119791,0.937061544
ENSG00000118491,NA,NA,NA,NA,NA,NA
ENSG00000118492,NA,NA,NA,NA,NA,NA
ENSG00000118495,0.054030466,0.775378156,NA,-0.080842032,0.567667063,NA
ENSG00000118496,-0.350851823,0.015464297,0.190681765,0.051542061,0.549259732,0.819663136
ENSG00000118503,0.178585707,0.403434138,NA,0.005234484,0.97564067,0.994182134
ENSG00000118507,-0.154739797,0.437640192,0.77563502,-0.638325092,8.49E-06,0.000458539
ENSG00000118508,0.105316008,0.650891731,0.885469204,0.035994302,0.832022408,0.947215434
ENSG00000118513,-0.342308347,0.126669348,0.489295141,-0.618937595,0.000226371,0.006214669
ENSG00000118514,0.038051988,0.610320099,NA,0.000609071,0.986291017,NA
ENSG00000118515,-0.025161915,0.900204061,0.978810395,0.0098563,0.941587531,0.983741212
ENSG00000118518,0.238381056,0.142513558,0.516044777,0.142760343,0.205749533,0.532761148
ENSG00000118520,0.01939972,0.751285281,NA,-0.012802856,0.744833869,NA
ENSG00000118523,0.72294801,0.001828763,0.057817754,0.293139441,0.07791559,0.328550085
ENSG00000118526,-0.01773047,0.773506244,NA,0.033724592,0.68428749,NA
ENSG00000118557,0.006874315,0.962253055,NA,-0.103502314,0.439833484,NA
ENSG00000118564,-0.13256832,0.373952609,0.741098788,-0.330913096,0.000338441,0.008375788
ENSG00000118579,-0.055228437,0.656515677,0.888316488,-0.028403157,0.702841571,0.891473834
ENSG00000118596,-0.146441933,0.513489262,NA,-0.130877992,0.431996536,0.741360652
ENSG00000118600,0.087034571,0.695589317,0.90615956,0.128985525,0.413317456,0.728827375
ENSG00000118620,0.04707391,0.81250938,0.949933119,-0.046169578,0.728275308,0.905387269
ENSG00000118640,-0.189082544,0.317026031,0.701338436,-0.086787339,0.489026449,0.78172757
ENSG00000118655,-0.339455487,0.09597466,0.440014515,-0.2735735,0.046050628,0.240980237
ENSG00000118680,0.054068533,0.650602624,0.885377854,-0.002153,0.977739954,0.995055474
ENSG00000118689,0.496222743,0.009847365,0.15083625,0.56570236,5.61E-06,0.000326318
ENSG00000118690,0.071312726,0.75328922,NA,-0.163847726,0.332810058,0.671055111
ENSG00000118702,0.029665626,0.530044932,NA,0.037741806,0.33763167,NA
ENSG00000118705,-0.057339951,0.618659711,0.869973275,0.06547104,0.308626792,0.651375022
ENSG00000118707,0.068806356,0.619617217,0.870652064,0.164967498,0.031277519,0.190047361
ENSG00000118729,NA,NA,NA,0.007156764,0.802934389,NA
ENSG00000118733,-0.063338658,0.638506514,NA,0.008814204,0.943581843,NA
ENSG00000118762,-0.43127642,0.007950711,0.135892585,0.107781949,0.203598566,0.530496738
ENSG00000118777,0.123055088,0.597230633,0.858556659,0.09388454,0.563630959,0.82726873
ENSG00000118785,-0.069143583,0.730350504,0.919186103,-0.455620036,0.004332143,0.054050155
